,Tit_pag,link_pag
4799,Ejercicios DM,http://quimica.izt.uam.mx/ckfinder/userfiles/files/EJERCICIO.doc
4800,ejercicio 2,http://quimica.izt.uam.mx/ckfinder/userfiles/files/Marbury_versus_Madison.pdf
4801,DESCARGAR EL CV DEL DR. ALEJANDRE,http://148.206.50.175/quimica/wp-content/uploads/Jefatura/Profesores/cv/CV_Jose_Alejandre_RamIrez.pdf
4802,Profesor Alfredo Guevara García,http://quimica.izt.uam.mx/profesores/catedras-concayt/dr-alfredo-augusto-guevara-garcia/
4803,Profesor José Luis Gázquez Mateos,http://quimica.izt.uam.mx/profesores/dr-jose-luis-gazquez-mateos/
4804,DESCARGAR EL CV DEL DR. JOSÉ LUIS GAZQUEZ MATEOS (PDF),http://quimica.izt.uam.mx/quimica/wp-content/uploads/2019/10/Dr_Jose_Luis_Gazquez_Mateos_-_CV_-_20191008.pdf
4805,Profesor Nikola Batina Skeledzija,http://quimica.izt.uam.mx/profesores/dr-nikola-batina/
4806,Profesor Francisco Tzompantzy Morales,http://quimica.izt.uam.mx/profesores/dr-francisco-j-tzompantzi-morales/
4807,DESCARGAR EL CV DEL DR. FRANCISCO J. TZOMPANTZI MORALES,http://148.206.50.175/quimica/wp-content/uploads//Jefatura/Profesores/cv/CV_FRANCISCO_JAVIER_TZOMPANTZI_MORALES.pdf
4808,Profesora Liliana Iraís Vera Robles,http://quimica.izt.uam.mx/profesores/dra-iris-serratos/
4809,DESCARGAR EL CV DE LA DRA. L. IRAIS VERA ROBLES,http://148.206.50.175/quimica/wp-content/uploads//Jefatura/Profesores/cv/CV_Irais_Vera.pdf
4810,Página para el PNPC,http://quimica.izt.uam.mx/posgradoPNPC
4811,Pre-registro de UEA,http://quimica.izt.uam.mx/posgrado/sinergia/?page_id=409
4812,Trabajos de investigación,http://quimica.izt.uam.mx/posgrado/sinergia/?page_id=414
4813,Avisos de la Coordinación,http://quimica.izt.uam.mx/category/posgrado/
4814,CONVOCATORIAS,http://quimica.izt.uam.mx/posgrado/sinergia/convocatorias/
4815,ACTUALIZACIÓN: XIV Semana de la Química,http://quimica.izt.uam.mx/xiv-semana-de-la-quimica/
4816,Informe: XIII Semana de la Química,http://quimica.izt.uam.mx/informe-xiii-semana-de-la-quimica/
4817,XIII Semana de la Química,http://quimica.izt.uam.mx/xiii-semana-de-la-quimica/
4818,Comité Organizador (PDF),http://quimica.izt.uam.mx/quimica/wp-content/uploads/2016/09/ComiteOrganizador_XIII_SQ_2016.pdf
4819,Convocatoria para el logo de la SEMANA DE LA QUIMICA 2016,http://quimica.izt.uam.mx/convocatoria-para-el-logo-de-la-semana-de-la-quimica-2016/
4820,Torneo cuadrangular de futbol (Día del Químico),http://quimica.izt.uam.mx/torneo-cuadrangular-de-futbol-dia-del-quimico/
4821,Talentos Pre-Universitarios en Química 2016,http://quimica.izt.uam.mx/talentos-pre-universitarios-en-quimica-2016/
4822,Talentos pre-univeristarios en química en la UAMI,http://quimica.izt.uam.mx/talentos-pre-univeristarios-en-quimica-en-la-uami/
4823,TRABAJOS ACEPTADOS,http://quimica2.izt.uam.mx/tpq/wp-content/uploads/2014/11/Lista_Aceptados_2014.pdf
4824,Conociendo la Química,http://quimica.izt.uam.mx/conociendo-la-quimica/
4825,Alumnos de bachillerato visitan el Depto,http://quimica.izt.uam.mx/alumnos-de-bachillerato-visitan-el-depto/
4826,4to Simposio de Resonancia Magnética Nuclear del Posgrado en Química,http://quimica.izt.uam.mx/simposio-de-rmn4to-simposio-de-resonancia-magnetica-nuclear-del-posgrado-en-quimica/
4827,Curso Pre-Simposio: Three cups of “Modern NMR Spectroscopy” Espresso,http://quimica.izt.uam.mx/curso-pre-simposio-three-cups-of-modern-nmr-spectroscopy-espresso/
4828,II Simposio de RMN del Posgrado en Química,http://quimica.izt.uam.mx/ii-simposio-de-rmn-del-posgrado-en-quimica/
4829,10o Taller de Dinámica Molecular,http://quimica.izt.uam.mx/10o-taller-de-dinamica-molecular/
4830,11th Meeting on Molecular Simulations,http://quimica.izt.uam.mx/11th-meeting-on-molecular-simulations/
4831,10th Meeting on Molecular Simulations,http://quimica.izt.uam.mx/10th-meeting-on-molecular-simulations/
4832,8vo Taller de Dinámica Molecular: Cuernavaca 2018,http://quimica.izt.uam.mx/8vo-taller-de-dinamica-molecular-cuernavaca-2018/
4833,Workshop on Monte Carlo Simulations,http://quimica.izt.uam.mx/workshop-on-monte-carlo-simulations/
4834,DESCARGA,http://quimica.izt.uam.mx/quimica/wp-content/uploads/2018/05/Workshop-on-Monte-Carlo-Simulations-Poster.pdf
4835,Dr. Jorge Garza Olguín,http://quimica.izt.uam.mx/profesores/?page_id=2353
4836,DESCARGAR EL CV DEL DR. JORGE GARZA OLGUÍN,http://quimica.izt.uam.mx/quimica/wp-content/uploads/2021/07/CV_JORGE_GARZA_OLGUIN.pdf
4837,Dra. L. Irais Vera Robles,http://quimica.izt.uam.mx/profesores/?page_id=2636
4838,Rayos X,http://cbi.izt.uam.mx/transform.php?xml=infraestructura&infraestructura_id=3http://
4839,Administrador,http://quimica.izt.uam.mx/author/jdq4dm1n/
4840,4th Meeting on Molecular Simulations,http://quimica.izt.uam.mx/4th-meeting-on-molecular-simulations/
4841,3rd Meeting on Molecular Simulations,http://quimica.izt.uam.mx/3rd-meeting-on-molecular-simulations/
4842,2nd Meeting on Molecular Simulations,http://quimica.izt.uam.mx/2nd-meeting-on-molecular-simulations/
4843,Primer Simposio de Simulación Molecular,http://quimica.izt.uam.mx/primer-simposio-de-simulacion-molecular/
4844,«,http://quimica.izt.uam.mx/page/69/
4845,68,http://quimica.izt.uam.mx/page/68/
4846,Seminario 4 de Agosto de 2021,http://quimica.izt.uam.mx/seminario-4-de-agosto-de-2021/
4847,Convocatorias CONACYT,http://quimica.izt.uam.mx/convocatorias-conacyt/
4848,"Seminario 9 de junio, 2021",http://quimica.izt.uam.mx/seminario-9-de-junio-2021/
4849,15,http://covia.izt.uam.mx/convenios/convenio/15/show
4850,14,http://covia.izt.uam.mx/convenios/convenio/14/show
4851,13,http://covia.izt.uam.mx/convenios/convenio/13/show
4852,12,http://covia.izt.uam.mx/convenios/convenio/12/show
4853,11,http://covia.izt.uam.mx/convenios/convenio/11/show
4854,85,http://covia.izt.uam.mx/convenios/convenio/85/show
4855,84,http://covia.izt.uam.mx/convenios/convenio/84/show
4856,83,http://covia.izt.uam.mx/convenios/convenio/83/show
4857,82,http://covia.izt.uam.mx/convenios/convenio/82/show
4858,81,http://covia.izt.uam.mx/convenios/convenio/81/show
4859,80,http://covia.izt.uam.mx/convenios/convenio/80/show
4860,79,http://covia.izt.uam.mx/convenios/convenio/79/show
4861,78,http://covia.izt.uam.mx/convenios/convenio/78/show
4862,77,http://covia.izt.uam.mx/convenios/convenio/77/show
4863,76,http://covia.izt.uam.mx/convenios/convenio/76/show
4864,181,http://covia.izt.uam.mx/convenios/?page=181
4865,182,http://covia.izt.uam.mx/convenios/?page=182
4866,75,http://covia.izt.uam.mx/convenios/convenio/75/show
4867,74,http://covia.izt.uam.mx/convenios/convenio/74/show
4868,73,http://covia.izt.uam.mx/convenios/convenio/73/show
4869,72,http://covia.izt.uam.mx/convenios/convenio/72/show
4870,71,http://covia.izt.uam.mx/convenios/convenio/71/show
4871,69,http://covia.izt.uam.mx/convenios/convenio/69/show
4872,67,http://covia.izt.uam.mx/convenios/convenio/67/show
4873,66,http://covia.izt.uam.mx/convenios/convenio/66/show
4874,65,http://covia.izt.uam.mx/convenios/convenio/65/show
4875,64,http://covia.izt.uam.mx/convenios/convenio/64/show
4876,62,http://covia.izt.uam.mx/convenios/convenio/62/show
4877,61,http://covia.izt.uam.mx/convenios/convenio/61/show
4878,60,http://covia.izt.uam.mx/convenios/convenio/60/show
4879,59,http://covia.izt.uam.mx/convenios/convenio/59/show
4880,58,http://covia.izt.uam.mx/convenios/convenio/58/show
4881,57,http://covia.izt.uam.mx/convenios/convenio/57/show
4882,56,http://covia.izt.uam.mx/convenios/convenio/56/show
4883,55,http://covia.izt.uam.mx/convenios/convenio/55/show
4884,54,http://covia.izt.uam.mx/convenios/convenio/54/show
4885,53,http://covia.izt.uam.mx/convenios/convenio/53/show
4886,52,http://covia.izt.uam.mx/convenios/convenio/52/show
4887,51,http://covia.izt.uam.mx/convenios/convenio/51/show
4888,50,http://covia.izt.uam.mx/convenios/convenio/50/show
4889,49,http://covia.izt.uam.mx/convenios/convenio/49/show
4890,48,http://covia.izt.uam.mx/convenios/convenio/48/show
4891,47,http://covia.izt.uam.mx/convenios/convenio/47/show
4892,46,http://covia.izt.uam.mx/convenios/convenio/46/show
4893,45,http://covia.izt.uam.mx/convenios/convenio/45/show
4894,44,http://covia.izt.uam.mx/convenios/convenio/44/show
4895,43,http://covia.izt.uam.mx/convenios/convenio/43/show
4896,42,http://covia.izt.uam.mx/convenios/convenio/42/show
4897,41,http://covia.izt.uam.mx/convenios/convenio/41/show
4898,39,http://covia.izt.uam.mx/convenios/convenio/39/show
4899,31,http://covia.izt.uam.mx/convenios/convenio/31/show
4900,29,http://covia.izt.uam.mx/convenios/convenio/29/show
4901,28,http://covia.izt.uam.mx/convenios/convenio/28/show
4902,27,http://covia.izt.uam.mx/convenios/convenio/27/show
4903,26,http://covia.izt.uam.mx/convenios/convenio/26/show
4904,18,http://covia.izt.uam.mx/convenios/convenio/18/show
4905,17,http://covia.izt.uam.mx/convenios/convenio/17/show
4906,16,http://covia.izt.uam.mx/convenios/convenio/16/show
4907,Siguiente entrada:X Congreso ALAST,http://mydes.izt.uam.mx/2021/07/29/x-congreso-alast/
4908,Entrada anterior:XI Congreso Nacional AMET,http://mydes.izt.uam.mx/2021/07/29/xi-congreso-nacional-amet/
4909,M. en C. Bautista León Miguel Ángel,http://die.izt.uam.mx/index.php/m-en-c-bautista-leon-miguel-angel/
4910,Dra. Castañeda Villa Norma,http://die.izt.uam.mx/index.php/dra-castaneda-villa-norma/
4911,M. en C. Cornejo Cruz Juan Manuel,http://die.izt.uam.mx/index.php/m-en-c-cornejo-cruz-juan-manuel/
4912,Dr. Echeverría Arjonilla Juan Carlos,http://die.izt.uam.mx/index.php/dr-echeverria-arjonilla-juan-carlos/
4913,Dra. García González María Teresa,http://die.izt.uam.mx/index.php/dra-maria-teresa-garcia-gonzalez/
4914,Dr. Godínez Fernández José Rafael,http://die.izt.uam.mx/index.php/dr-godinez-fernandez-jose-rafael/
4915,M. en C. Granados Trejo María del Pilar,http://die.izt.uam.mx/index.php/maria-del-pilar-granados-trejo/
4916,M. en C. Jiménez Cruz Joel Ricardo,http://die.izt.uam.mx/index.php/joel-ricardo-jimenez-cruz/
4917,Dra. Jiménez González Aida,http://die.izt.uam.mx/index.php/dra-jimenez-gonzalez-aida/
4918,Ing. Jiménez Vázquez Donaciano,http://die.izt.uam.mx/index.php/ing-jimenez-vazquez-donaciano/
4919,M. en C. Martínez Ortiz Jesús Alfonso,http://die.izt.uam.mx/index.php/martinez-ortiz-jesus-alfonso/
4920,M. en C. Muñoz Gamboa Caupolicán,http://die.izt.uam.mx/index.php/m-en-c-munoz-gamboa-caupolican/
4921,Dra. Ortiz Pedroza María del Rocío,http://die.izt.uam.mx/index.php/dra-maria-del-rocio-ortiz-pedroza/
4922,Dr. Peña Castillo Miguel Ángel,http://die.izt.uam.mx/index.php/dr-pena-castillo-miguel-angel/
4923,M. en C. Suárez Fernández Agustín,http://die.izt.uam.mx/index.php/m-en-c-suarez-fernandez-agustin-2/
4924,Dr. Trujillo Arriaga Héctor Miguel,http://die.izt.uam.mx/index.php/dr-trujillo-arriaga-hector-miguel/
4925,Ing. Urbina Medal Edmundo Gerardo,http://die.izt.uam.mx/index.php/ing-urbina-medal-edmundo-gerardo/
4926,M. en C. Vidal Rosado Jacqueline,http://die.izt.uam.mx/index.php/m-en-c-vidal-rosado-jacqueline/
4927,Dr. De los Cobos Silva Sergio Gerardo,http://die.izt.uam.mx/index.php/dr-sergio-gerardo-de-los-cobos-silva/
4928,Dr. Gutiérrez Andrade Miguel Ángel,http://die.izt.uam.mx/index.php/dr-miguel-angel-gutierrez-andrade/
4929,Dr. Lara Velázquez Pedro,http://die.izt.uam.mx/index.php/dr-pedro-lara-velazquez/
4930,M. en C. Martínez Licona Alma Edith,http://die.izt.uam.mx/index.php/m-en-c-martinez-licona-alma-edith/
4931,Descarga CV en pdf,http://die.izt.uam.mx/wp-content/uploads/2019/10/CVAlmaMartinezLicona2018_Modificado.pdf
4932,M. en C. Martínez Licona Fabiola Margarita,http://die.izt.uam.mx/index.php/martinez-licona-fabiola-margarita/
4933,Dr. Aljama Corrales Ángel Tomás,http://die.izt.uam.mx/index.php/dr-aljama-corrales-angel-tomas/
4934,Dr. Azpiroz Leehan Joaquín,http://die.izt.uam.mx/index.php/dr-azpiroz-leehan-joaquin/
4935,Dra. Castellanos Abrego Norma Pilar,http://die.izt.uam.mx/index.php/dra-castellanos-abrego-norma-pilar/
4936,Dra. Charleston Villalobos Sonia,http://die.izt.uam.mx/index.php/dra-charleston-villalobos-sonia/
4937,Dr. Guzmán De León Alejandro,http://die.izt.uam.mx/index.php/dr-guzman-de-leon-alejandro/
4938,Dr. Jiménez Alaniz Juan Ramón,http://die.izt.uam.mx/index.php/dr-jimenez-alaniz-juan-ramon/
4939,M. en C. Martínez Martínez Alfonso,http://die.izt.uam.mx/index.php/m-en-c-martinez-martinez-alfonso/
4940,Dra. Medina Bañuelos Verónica,http://die.izt.uam.mx/index.php/dra-medina-banuelos-veronica/
4941,Dra. Ortiz Posadas Martha Refugio,http://die.izt.uam.mx/index.php/dra-ortiz-posadas-martha-refugio/
4942,Dr. Sacristán Rock Emilio,http://die.izt.uam.mx/index.php/dr-sacristan-rock-emilio/
4943,Dra. Valdés Cristerna Raquel,http://die.izt.uam.mx/index.php/dra-valdes-cristerna-raquel/
4944,M. en C. Yáñez Suárez Óscar,http://die.izt.uam.mx/index.php/m-en-c-yanez-suarez-oscar/
4945,Ing. Barrios Romano Jesús,http://die.izt.uam.mx/index.php/ing-barrios-romano-jesus/
4946,M. en C. Gandarilla Carrillo Othón,http://die.izt.uam.mx/index.php/m-en-c-gandarilla-carrillo-othon/
4947,Dr. Rojas Cárdenas Luis Martín,http://die.izt.uam.mx/index.php/dr-rojas-cardenas-luis-martin/
4948,Dr. Rodríguez González Alfredo Odón,http://die.izt.uam.mx/index.php/dr-rodriguez-gonzalez-alfredo-odon/
4949,Ing. Amín Abdel Rahaman Omar,http://die.izt.uam.mx/index.php/ing-amin-abdel-rahaman-omar/
4950,M. en C. Cadena Méndez Miguel,http://die.izt.uam.mx/index.php/m-en-c-cadena-mendez-miguel/
4951,Dr. Casco Sánchez Fausto Marcos,http://die.izt.uam.mx/index.php/dr-fausto-marcos-casco-sanchez/
4952,Dr. Goddard Close John,http://die.izt.uam.mx/index.php/dr-goddard-close-john/
4953,Ing. Páez Rodea Sergio,http://die.izt.uam.mx/index.php/ing-paez-rodea-sergio/
4954,Sitio WEB,http://laryc.izt.uam.mx/milo/
4955,No Comments,http://die.izt.uam.mx/index.php/news/sports-meet/#respond
4956,Desarrollo Histórico del Departamento de Ingeniería  Eléctrica,http://die.izt.uam.mx/index.php/2016/01/14/desarrollo-historico-del-departamento-de-ingenieria-electrica/ 
4957,UAM,http://die.izt.uam.mx/index.php/category/uam/
4958,Details,http://die.izt.uam.mx/index.php/2016/01/14/desarrollo-historico-del-departamento-de-ingenieria-electrica/
4959,ene-14,http://die.izt.uam.mx/index.php/2016/01/14/
4960,Expo UAMI Iztapalapa 2015,http://die.izt.uam.mx/index.php/2015/08/25/expo-uami-iztapalapa-2015/ 
4961,ago-25,http://die.izt.uam.mx/index.php/2015/08/25/
4962,may-11,http://die.izt.uam.mx/index.php/2013/05/11/
4963,gallery,http://die.izt.uam.mx/index.php/tag/gallery/
4964,lightbox,http://die.izt.uam.mx/index.php/tag/lightbox/
4965,"
  Buscar mi cuenta
  ",https://accounts.google.com/signin/usernamerecovery?continue=https%3A%2F%2Fplus.google.com%2Fup%2F%3Fcontinue%3Dhttps%3A%2F%2Fplus.google.com%2Fshare%3Furl%253Dhttp%3A%2F%2Fmicroscopiaelectronicauami.izt.uam.mx%2Findex.php%2Fblog%2Fblog%2F103-instrucciones-para-deposito-de-muestras-para-usuarios-de-microscopia-electronica&osid=1&hl=es-419
4966,"
  Acceder con otra cuenta
  ",https://accounts.google.com/AccountChooser?continue=https%3A%2F%2Fplus.google.com%2Fup%2F%3Fcontinue%3Dhttps%3A%2F%2Fplus.google.com%2Fshare%3Furl%253Dhttp%3A%2F%2Fmicroscopiaelectronicauami.izt.uam.mx%2Findex.php%2Fblog%2Fblog%2F103-instrucciones-para-deposito-de-muestras-para-usuarios-de-microscopia-electronica&followup=https%3A%2F%2Fplus.google.com%2Fup%2F%3Fcontinue%3Dhttps%3A%2F%2Fplus.google.com%2Fshare%3Furl%253Dhttp%3A%2F%2Fmicroscopiaelectronicauami.izt.uam.mx%2Findex.php%2Fblog%2Fblog%2F103-instrucciones-para-deposito-de-muestras-para-usuarios-de-microscopia-electronica&osid=1
4967,"
  Crear cuenta
  ",https://accounts.google.com/SignUp?continue=https%3A%2F%2Fplus.google.com%2Fup%2F%3Fcontinue%3Dhttps%3A%2F%2Fplus.google.com%2Fshare%3Furl%253Dhttp%3A%2F%2Fmicroscopiaelectronicauami.izt.uam.mx%2Findex.php%2Fblog%2Fblog%2F103-instrucciones-para-deposito-de-muestras-para-usuarios-de-microscopia-electronica
4968,DR. JOSÉ ALFONSO ARROYO REYNA,http://quimica.izt.uam.mx/profesores/?page_id=1828
4969,DESCARGAR EL CV DEL DR. JOSÉ ALFONSO ARROYO REYNA,http://148.206.50.175/quimica/wp-content/uploads//Jefatura/Profesores/cv/CV_JOSE_ALFONSO_ARROYO_REYNA.pdf
4970,DR. ANDRÉS HERNÁNDEZ ARANA,http://quimica.izt.uam.mx/profesores/?page_id=1976
4971,DESCARGAR EL CV DEL DR. ANDRÉS HERNÁNDEZ ARANA,http://148.206.50.175/quimica/wp-content/uploads//Jefatura/Profesores/cv/CV_ANDRES_HERNANDEZ_ARANA.pdf
4972,DRA. ALBERTA JAQUELINE PADILLA ZUÑIGA,http://quimica.izt.uam.mx/profesores/?page_id=1992
4973,DRA. DOLORES SILVIA SOLÍS MENDIOLA,http://quimica.izt.uam.mx/profesores/?page_id=2101
4974,DR. SALVADOR RAMÓN TELLO SOLÍS,http://quimica.izt.uam.mx/profesores/?page_id=2124
4975,DESCARGAR EL CV DEL DR. SALVADOR RAMÓN TELLO SOLÍS,http://148.206.50.175/quimica/wp-content/uploads//Jefatura/Profesores/cv/CV_SALVADOR_RAMON_TELLO_SOLIS.pdf
4976,DR. RAFAEL ARTURO ZUBILLAGA LUNA,http://quimica.izt.uam.mx/profesores/?page_id=2139
4977,M. EN C. ALEJANDRO LÓPEZ-GAONA,http://quimica.izt.uam.mx/profesores/?page_id=2761
4978,DRA. GLORIA ALICIA DEL ÁNGEL MONTES,http://quimica.izt.uam.mx/profesores/?page_id=2179
4979,DESCARGAR EL CV DE LA DRA. GLORIA ALICIA DEL ÁNGEL MONTES,http://148.206.50.175/quimica/wp-content/uploads//Jefatura/Profesores/cv/CV_GLORIA_ALICIA_DEL_ANGEL_MONTES.pdf
4980,DR. JOSÉ RICARDO GÓMEZ ROMERO,http://quimica.izt.uam.mx/profesores/?page_id=2185
4981,DESCARGAR EL CV DEL DR. JOSÉ RICARDO GÓMEZ ROMERO,http://148.206.50.175/quimica/wp-content/uploads//Jefatura/Profesores/cv/CV_JOSE_RICARDO_GOMEZ_ROMERO.pdf
4982,DRA. NANCY COROMOTO MARTÍN GUAREGUA,http://quimica.izt.uam.mx/profesores/?page_id=2205
4983,DESCARGAR EL CV DE LA DRA. NANCY COROMOTO MARTÍN GUAREGUA,http://148.206.50.175/quimica/wp-content/uploads//Jefatura/Profesores/cv/CV_NANCY_COROMOTO_MARTIN_GUAREGUA.pdf
4984,DR. FRANCISCO J. TZOMPANTZI MORALES,http://quimica.izt.uam.mx/profesores/?page_id=2212
4985,DRA. RUTH PATRICIA VILLAMIL AGUILAR,http://quimica.izt.uam.mx/profesores/?page_id=2217
4986,DESCARGAR EL CV DE LA DRA. RUTH PATRICIA VILLAMIL AGUILAR,http://148.206.50.175/quimica/wp-content/uploads//Jefatura/Profesores/cv/CV_RUTH_PATRICIA_VILLAMIL_AGUILAR.pdf
4987,DRA. MARGARITA VINIEGRA RAMÍREZ,http://quimica.izt.uam.mx/profesores/?page_id=2224
4988,DESCARGAR EL CV DE LA DRA. MARGARITA VINIEGRA RAMÍREZ,http://148.206.50.175/quimica/wp-content/uploads//Jefatura/Profesores/cv/CV_MARGARITA_VINIEGRA_RAMIREZ.pdf
4989,DR. NIKOLA BATINA ,http://quimica.izt.uam.mx/profesores/?page_id=2241
4990,DRA. LAURA GALICIA LUIS,http://quimica.izt.uam.mx/profesores/?page_id=2250
4991,DESCARGAR EL CV DE LA DRA. LAURA GALICIA LUIS,http://148.206.50.175/quimica/wp-content/uploads//Jefatura/Profesores/cv/CV_LAURA_GALICIA_LUIS.pdf
4992,Dr. IGNACIO GONZÁLEZ MARTÍNEZ,http://quimica.izt.uam.mx/profesores/?page_id=2257
4993,DESCARGAR EL CV DEL DR. IGNACIO GONZÁLEZ MARTÍNEZ,http://148.206.50.175/quimica/wp-content/uploads//Jefatura/Profesores/cv/CV_IGNACIO_GONZALEZ_MARTINEZ.pdf
4994,DR. R. LEONARDO SALGADO JUÁREZ,http://quimica.izt.uam.mx/profesores/?page_id=2276
4995,DR. ARMANDO DOMÍNGUEZ ORTÍZ,http://quimica.izt.uam.mx/profesores/?page_id=2283
4996,DESCARGAR EL CV DEL DR. ARMANDO DOMÍNGUEZ ORTÍZ,http://148.206.50.175/quimica/wp-content/uploads//Jefatura/Profesores/cv/CV_ARMANDO_DOMINGUEZ_ORTIZ.pdf
4997,DR. JUAN MARCOS ESPARZA SCHULZ,http://quimica.izt.uam.mx/profesores/?page_id=2298
4998,http://quimica.izt.uam.mx/quimica/wp-content/uploads/2021/09/Marcos_Esparza_Verison_bienvenidos.mp4,http://quimica.izt.uam.mx/quimica/wp-content/uploads/2021/09/Marcos_Esparza_Verison_bienvenidos.mp4
4999,DR. ISAAC KORNHAUSER STRAUS,http://quimica.izt.uam.mx/profesores/?page_id=2311
5000,DESCARGAR EL CV DEL DR. ISAAC KORNHAUSER STRAUS,http://148.206.50.175/quimica/wp-content/uploads//Jefatura/Profesores/cv/CV_ISAAC_KORNHAUSER_STRAUS.pdf
